HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
2777,55Del Gem,07,20,07.4,+21,58,56,3.53,+0.34
2778,,07,19,22.4,+02,44,26,5.89,+1.07
2779,,07,19,47.6,+07,08,34,5.91,+0.53
2781,29    CMa,07,18,40.3,-24,33,32,4.98,-0.15
2782,30Tau CMa,07,18,42.4,-24,57,15,4.40,-0.15
2784,19    Lyn,07,22,52.1,+55,16,53,5.45,
2786,,07,18,51.2,-26,35,09,5.28,+0.96
2787,,07,18,18.4,-36,44,03,4.66,-0.10
2788,,07,19,28.1,-16,23,42,5.70,+0.35
2789,,07,18,04.2,-43,59,12,5.85,-0.12
2790,,07,18,38.2,-36,44,34,5.11,-0.16
2791,,07,18,33.6,-39,12,37,5.25,+0.01
2793,65    Aur,07,22,02.6,+36,45,38,5.13,+1.08
2795,56    Gem,07,21,56.8,+20,26,37,5.10,+1.52
2796,,07,20,58.2,-14,21,36,5.45,+0.98
2801,,07,22,03.5,+00,10,38,5.99,-0.07
2802,,07,21,04.3,-25,53,29,5.87,+1.64
2803,Del Vol,07,16,49.8,-67,57,26,3.98,+0.79
2804,,07,24,57.2,+51,53,14,5.80,+1.61
2805,66    Aur,07,24,08.5,+40,40,20,5.19,+1.23
2808,57    Gem,07,23,28.5,+25,03,02,5.03,+0.90
2811,,07,22,25.4,-05,58,58,5.82,+0.35
2812,,07,22,13.5,-19,01,00,4.96,-0.04
2815,,07,20,38.7,-52,05,10,5.39,-0.07
2816,59    Gem,07,24,33.4,+27,38,17,5.76,+0.34
2818,21    Lyn,07,26,42.8,+49,12,41,4.64,-0.02
2819,,07,23,00.6,-31,55,26,5.43,-0.15
2820,1    CMi,07,24,58.2,+11,40,11,5.30,+0.10
2821,60Iot Gem,07,25,43.6,+27,47,53,3.79,+1.03
2822,,07,23,29.1,-27,50,03,5.38,+1.53
2823,,07,23,31.9,-32,12,08,5.39,-0.18
2825,,07,24,40.1,-16,12,04,5.33,-0.05
2827,31Eta CMa,07,24,05.7,-29,18,11,2.45,-0.08
2828,2Eps CMi,07,25,38.9,+09,16,34,4.99,+1.01
2830,,07,30,52.7,+68,27,56,5.64,+1.11
2832,,07,25,08.3,-13,45,07,5.78,+0.42
2833,,07,25,51.0,-05,46,30,5.97,+0.92
2834,,07,24,43.8,-31,48,32,5.35,+1.07
2837,61    Gem,07,26,56.3,+20,15,26,5.93,+0.30
2841,,07,25,25.3,-25,13,04,5.78,-0.10
2844,,07,28,51.6,+48,11,02,5.72,-0.10
2845,3Bet CMi,07,27,09.0,+08,17,22,2.90,-0.09
2846,63    Gem,07,27,44.4,+21,26,42,5.22,+0.39
2849,22    Lyn,07,29,56.0,+49,40,21,5.36,+0.45
2851,5Eta CMi,07,28,02.1,+06,56,31,5.25,+0.22
2852,62Rho Gem,07,29,06.7,+31,47,04,4.18,+0.32
2853,,07,27,08.0,-17,51,52,5.63,+0.32
2854,4Gam CMi,07,28,09.8,+08,55,32,4.32,+1.43
2855,,07,26,59.4,-23,05,10,5.61,-0.13
2856,,07,26,42.3,-34,08,27,5.90,-0.17
2857,64    Gem,07,29,20.4,+28,07,05,5.05,+0.11
2859,,07,27,51.7,-11,33,25,5.79,+0.58
2860,,07,27,42.9,-22,51,35,5.95,-0.09
2861,65    Gem,07,29,48.7,+27,54,58,5.01,+1.11
2862,,07,26,21.9,-51,01,06,5.10,+1.06
2863,,07,27,59.2,-29,09,21,5.54,-0.08
2864,6    CMi,07,29,47.8,+12,00,24,4.54,+1.28
2865,,07,29,18.7,-01,54,19,5.59,+1.50
2866,,07,29,25.7,-07,33,04,5.86,+0.48
2867,,07,29,22.1,-10,19,36,5.75,+1.62
2873,,07,29,04.9,-31,27,23,5.77,-0.19
2874,,07,29,51.4,-23,01,28,4.85,+0.23
2875,,07,29,05.7,-38,48,44,5.43,-0.16
2877,,07,31,48.4,+17,05,10,5.42,+1.13
2878,Sig Pup,07,29,13.8,-43,18,05,3.25,+1.51
2880,7Del1CMi,07,32,05.9,+01,54,52,5.25,+0.22
2881,,07,30,42.5,-30,57,44,4.65,+0.93
2883,,07,32,05.8,-08,52,51,5.90,+0.54
2884,,07,29,59.6,-52,39,04,5.87,+1.01
2886,68    Gem,07,33,36.5,+15,49,36,5.25,+0.05
2887,8Del2CMi,07,33,11.6,+03,17,25,5.59,+0.31
2890,66Alp Gem,07,34,36.0,+31,53,19,2.88,+0.04
2891,66Alp Gem,07,34,36.0,+31,53,18,1.98,+0.03
2892,,07,30,30.9,-54,23,58,5.96,+1.56
2894,,07,36,47.0,+55,45,19,5.92,+1.12
2896,,07,35,08.7,+30,57,40,5.33,+1.01
2899,,07,33,19.5,-19,24,45,5.66,+1.12
2900,,07,33,09.7,-24,42,39,5.85,+0.17
2901,9Del3CMi,07,34,15.8,+03,22,17,5.81,-0.02
2902,,07,33,47.9,-14,31,26,4.97,+1.41
2903,,07,36,31.6,+46,10,49,5.65,+1.56
2905,69Ups Gem,07,35,55.3,+26,53,45,4.06,+1.54
2906,,07,34,03.2,-22,17,46,4.45,+0.51
2909,,07,34,18.6,-23,28,25,5.83,+0.44
2910,,07,34,19.1,-23,28,29,5.87,
2911,,07,33,51.0,-36,20,18,5.54,-0.06
2914,,07,37,53.9,+48,46,25,5.92,+0.22
2916,,07,34,34.9,-27,00,43,5.77,+1.06
2918,,07,36,34.7,+05,51,42,5.91,+0.60
2919,Eps Men,07,25,38.0,-79,05,39,5.53,+1.28
2921,,07,36,03.9,-14,29,34,5.70,-0.12
2922,,07,35,22.8,-28,22,10,4.64,-0.11
2924,70    Gem,07,38,32.8,+35,02,55,5.56,+0.93
2927,25    Mon,07,37,16.7,-04,06,40,5.13,+0.44
2928,,07,36,41.0,-19,42,08,5.74,-0.19
2930,71Omi Gem,07,39,09.9,+34,35,03,4.90,+0.40
2934,,07,35,39.7,-52,32,02,4.94,+1.40
2935,,07,40,14.6,+38,20,40,5.73,+1.63
2937,,07,37,22.1,-34,58,07,4.53,-0.09
2938,74    Gem,07,39,28.6,+17,40,29,5.05,+1.56
2939,,07,41,12.4,+48,07,54,5.56,+1.01
2940,,07,36,43.9,-48,49,49,5.72,-0.06
2943,10Alp CMi,07,39,18.1,+05,13,30,0.38,+0.42
2944,,07,38,18.0,-25,21,53,4.70,-0.11
2946,24    Lyn,07,43,00.4,+58,42,37,4.99,+0.08
2948,,07,38,49.3,-26,48,06,4.50,-0.17
2949,,07,38,49.8,-26,48,13,4.62,
2951,,07,40,58.5,+23,01,07,5.89,+1.58
2954,,07,38,43.9,-36,29,49,5.80,-0.16
2957,,07,38,18.2,-48,36,04,5.68,+0.65
2959,,07,40,23.2,-15,15,49,4.94,+1.56
2960,,07,40,13.6,-19,39,39,5.93,+1.16
2961,,07,39,27.4,-38,18,30,4.84,-0.19
2963,,07,39,43.8,-38,08,22,5.73,-0.12
2964,,07,39,47.8,-38,15,39,5.76,-0.07
2965,,07,41,51.8,+13,28,50,5.77,+1.67
2966,,07,41,35.2,+03,37,29,5.94,-0.04
2967,,07,42,03.2,+14,12,30,5.56,+1.64
2969,,07,44,04.2,+50,26,02,5.27,0.00
2970,26Alp Mon,07,41,14.8,-09,33,04,3.93,+1.02
2973,75Sig Gem,07,43,18.7,+28,53,01,4.28,+1.12
2975,51    Cam,07,46,40.1,+65,27,21,5.92,+1.18
2981,,07,41,15.8,-38,32,01,5.42,-0.15
2983,76    Gem,07,44,06.9,+25,47,03,5.31,+1.54
2985,77Kap Gem,07,44,26.8,+24,23,53,3.57,+0.93
2988,,07,42,48.1,-26,21,04,5.64,+0.99
2990,78Bet Gem,07,45,18.9,+28,01,34,1.14,+1.00
2993,1    Pup,07,43,32.4,-28,24,40,4.59,+1.63
2994,,07,43,12.0,-36,03,01,5.60,-0.13
2996,3    Pup,07,43,48.5,-28,57,17,3.96,+0.18
2998,,07,42,57.2,-45,10,24,5.06,+0.78
2999,,07,46,39.3,+37,31,03,5.18,+1.58
3002,,07,43,41.9,-40,56,02,5.17,+1.10
3003,81    Gem,07,46,07.4,+18,30,36,4.88,+1.45
3004,,07,44,34.0,-24,40,26,5.62,-0.19
3007,,07,44,09.6,-36,03,46,5.80,+0.31
3008,11    CMi,07,46,16.2,+10,46,06,5.30,+0.01
3011,,07,44,34.2,-37,56,35,5.88,-0.11
3013,80Pi  Gem,07,47,30.3,+33,24,56,5.14,+1.60
3014,,07,46,02.2,-06,46,21,5.49,+1.38
3015,4    Pup,07,45,56.9,-14,33,50,5.04,+0.33
3017,,07,45,15.3,-37,58,07,3.61,+1.73
3018,,07,45,35.0,-34,10,23,5.37,+0.60
3022,,07,46,10.4,-37,56,02,5.88,-0.11
3023,,07,47,12.5,-22,31,11,5.90,-0.19
3024,Zet Vol,07,41,49.2,-72,36,22,3.95,+1.04
3029,5    Pup,07,47,56.7,-12,11,35,5.48,+0.48
3034,Omi Pup,07,48,05.2,-25,56,14,4.50,-0.05
3035,,07,47,25.0,-38,30,40,5.08,-0.10
3037,,07,47,31.5,-46,36,31,5.23,-0.14
3043,,07,49,01.7,-24,54,44,5.33,+0.76
3044,6    Pup,07,49,41.2,-17,13,42,5.18,+1.28
3045,7Xi  Pup,07,49,17.7,-24,51,35,3.34,+1.24
3046,,07,48,20.3,-47,04,40,4.71,+1.06
3047,,07,50,10.6,-09,11,00,5.61,+1.44
3049,,07,49,14.7,-35,14,36,5.93,-0.05
3052,,07,49,35.4,-33,17,20,5.60,+1.61
3053,,07,51,56.7,+19,19,31,5.99,+1.13
3055,,07,49,14.3,-46,22,24,4.11,-0.18
3058,,07,49,12.9,-46,51,28,5.84,-0.14
3059,13Zet CMi,07,51,42.0,+01,46,01,5.14,-0.12
3062,,07,49,06.7,-56,24,38,5.59,+1.13
3064,9    Pup,07,51,46.3,-13,53,53,5.17,+0.60
3066,26    Lyn,07,54,42.7,+47,33,53,5.45,+1.46
3067,83Phi Gem,07,53,29.8,+26,45,57,4.97,+0.09
3068,,07,51,42.9,-21,10,26,5.63,+0.96
3070,,07,49,12.9,-60,17,01,5.78,+0.42
3071,,07,50,23.9,-50,30,35,5.91,+1.09
3072,,07,52,47.9,-05,25,41,5.76,+0.41
3073,10    Pup,07,52,18.9,-14,50,47,5.69,+0.37
3075,,08,00,11.7,+73,55,05,5.41,+1.42
3079,,07,52,15.7,-34,42,19,5.01,+0.44
3080,,07,52,13.0,-40,34,33,3.73,+1.04
3081,,07,49,41.0,-66,11,45,5.79,-0.04
3082,,08,04,47.1,+79,28,47,5.42,-0.06
3084,,07,52,38.7,-38,51,47,4.49,-0.19
3085,,07,53,03.5,-36,21,50,5.43,+1.16
3086,85    Gem,07,55,39.9,+19,53,02,5.35,-0.04
3087,,07,55,31.4,+08,51,46,5.86,+0.35
3088,,07,52,29.7,-54,22,02,5.70,-0.15
3089,,07,53,03.7,-49,36,47,4.63,-0.23
3090,,07,53,18.2,-48,06,11,4.24,-0.14
3091,,07,54,11.0,-35,52,39,5.49,-0.19
3095,1    Cnc,07,56,59.4,+15,47,25,5.78,+1.28
3102,11    Pup,07,56,51.5,-22,52,48,4.20,+0.72
3104,,07,58,31.5,+16,31,07,5.99,+1.47
3105,,07,54,53.2,-57,18,11,5.63,+1.30
3106,,08,01,20.7,+59,02,51,5.77,+0.39
3110,14    CMi,07,58,20.6,+02,13,29,5.29,+0.92
3113,,07,57,40.1,-30,20,05,4.79,+0.15
3114,,07,56,57.9,-43,30,01,5.35,-0.18
3116,,07,57,18.4,-44,06,35,5.09,-0.17
3117,Chi Car,07,56,46.7,-52,58,56,3.47,-0.18
3120,,07,56,18.6,-60,31,35,5.74,+1.55
3121,,07,57,51.8,-45,34,40,5.17,+1.27
3122,27    Mon,07,59,44.1,-03,40,47,4.93,+1.21
3123,12    Pup,07,59,05.7,-23,18,38,5.11,+1.12
3124,2Ome1Cnc,08,00,55.9,+25,23,34,5.83,+1.02
3128,3    Cnc,08,00,47.3,+17,18,31,5.55,+1.32
3129,,07,58,14.4,-49,14,42,4.41,-0.17
3131,,07,59,52.0,-18,23,57,4.61,+0.08
3134,5    Cnc,08,01,30.3,+16,27,19,5.99,-0.02
3136,,08,01,13.8,+04,52,47,5.65,0.00
3137,,07,59,01.8,-45,12,58,5.99,-0.14
3138,,07,57,46.9,-60,18,12,5.60,+0.57
3140,,07,59,28.4,-39,17,50,5.24,+0.39
3141,28    Mon,08,01,13.3,-01,23,33,4.68,+1.49
3145,,08,02,15.9,+02,20,04,4.39,+1.25
3147,,07,58,50.5,-60,49,28,5.81,-0.09
3149,Chi Gem,08,03,31.1,+27,47,39,4.94,+1.12
3153,,07,59,37.6,-60,35,13,5.17,+1.74
3154,,08,01,37.4,-37,17,01,5.95,+0.14
3156,,08,00,49.9,-54,09,05,5.87,-0.14
3159,,08,00,20.0,-63,34,03,4.82,-0.17
3160,,08,03,04.1,-32,27,50,5.82,+1.22
3162,,08,02,44.8,-41,18,36,5.52,-0.15
3163,8    Cnc,08,05,04.5,+13,07,05,5.12,+0.01
3165,Zet Pup,08,03,35.1,-40,00,12,2.25,-0.26
3169,9Mu 1Cnc,08,06,18.4,+22,38,08,5.99,+1.66
3170,,08,04,16.2,-32,40,30,5.31,+1.91
3173,27    Lyn,08,08,27.4,+51,30,24,4.84,+0.05
3175,,08,10,03.8,+58,14,53,5.93,+1.39
3176,10Mu 2Cnc,08,07,45.8,+21,34,54,5.30,+0.63
3178,,08,04,42.4,-50,35,26,5.95,+1.21
3180,,08,05,04.0,-53,06,29,5.53,+1.34
3182,,08,12,48.8,+68,28,27,5.32,+1.04
3183,,08,07,18.0,-20,33,17,5.38,+0.10
3185,15Rho Pup,08,07,32.6,-24,18,15,2.81,+0.43
3187,,08,06,40.4,-45,15,59,5.05,+1.50
3188,29Zet Mon,08,08,35.6,-02,59,02,4.34,+0.97
3191,14Psi Cnc,08,10,27.2,+25,30,26,5.73,+0.81
3192,16    Pup,08,09,01.6,-19,14,42,4.40,-0.15
3194,,08,09,28.5,-16,14,56,5.68,-0.17
3200,,08,13,50.2,+56,27,08,5.85,+1.01
3202,18    Pup,08,10,39.8,-13,47,57,5.54,+0.49
3203,,08,09,09.6,-48,41,04,5.70,-0.12
3204,,08,09,35.9,-44,07,22,5.21,-0.19
3206,Gam1Vel,08,09,29.3,-47,20,45,4.27,-0.23
3207,Gam2Vel,08,09,32.0,-47,20,12,1.78,-0.22
3208,16Zet1Cnc,08,12,12.7,+17,38,52,5.63,+0.54
3211,19    Pup,08,11,16.3,-12,55,37,4.72,+0.95
3212,,08,11,33.0,-07,46,21,5.36,+0.89
3213,,08,09,43.2,-47,56,15,5.23,-0.21
3215,15    Cnc,08,13,08.9,+29,39,24,5.64,-0.07
3216,,08,19,32.2,+75,45,25,5.54,+0.90
3218,,08,09,33.6,-56,05,08,5.66,+0.21
3220,,08,09,00.7,-61,18,09,4.76,+0.43
3223,Eps Vol,08,07,55.8,-68,37,02,4.35,-0.11
3225,,08,11,21.5,-39,37,07,4.45,+1.62
3226,,08,11,25.9,-42,59,14,4.75,+0.18
3227,,08,11,11.1,-48,27,43,5.82,-0.15
3229,20    Pup,08,13,20.0,-15,47,18,4.99,+1.07
3232,,08,12,00.0,-46,38,39,5.76,+0.59
3235,29    Lyn,08,17,50.4,+59,34,16,5.64,+0.16
3236,,08,20,40.3,+72,24,26,5.98,+1.54
3237,,08,13,29.6,-35,53,59,4.78,-0.11
3240,,08,13,58.4,-36,19,21,5.08,-0.19
3242,,08,14,13.2,-35,29,26,5.78,+1.02
3243,,08,14,02.9,-40,20,53,4.44,+1.17
3244,,08,13,36.2,-46,59,31,5.13,-0.14
3245,,08,19,17.3,+62,30,26,5.71,+0.89
3247,,08,13,34.1,-50,11,46,5.51,+1.61
3249,17Bet Cnc,08,16,30.9,+09,11,08,3.52,+1.48
3250,,08,14,23.9,-45,50,04,5.83,-0.20
3254,30    Lyn,08,20,26.1,+57,44,36,5.89,+0.39
3259,,08,18,23.9,-12,37,55,5.98,+0.76
3260,,08,15,15.9,-62,54,57,5.16,+0.09
3262,18Chi Cnc,08,20,03.9,+27,13,04,5.14,+0.47
3264,,08,20,21.0,+20,44,52,5.83,+1.13
3266,,08,18,17.4,-35,27,06,5.58,+1.24
3268,19Lam Cnc,08,20,32.1,+24,01,20,5.98,-0.03
3270,,08,18,33.3,-36,39,34,4.45,+0.22
3275,31    Lyn,08,22,50.1,+43,11,17,4.25,+1.55
3277,,08,23,48.5,+53,13,11,5.51,+0.11
3279,,08,21,21.2,-20,04,45,5.58,+0.77
3280,,08,18,18.9,-65,36,48,5.07,+1.15
3281,,08,21,54.6,-17,35,11,5.75,+1.05
3282,,08,21,23.0,-33,03,16,4.83,+1.45
3283,,08,21,21.0,-36,29,04,5.20,-0.19
3284,20    Cnc,08,23,21.8,+18,19,56,5.95,+0.17
3288,,08,22,54.0,-07,32,36,5.96,+1.67
3291,,08,22,49.9,-26,20,53,5.90,+0.37
3293,,08,21,12.0,-57,58,23,5.97,-0.09
3294,,08,22,31.6,-48,29,25,4.82,-0.15
3297,1    Hya,08,24,35.0,-03,45,04,5.61,+0.46
3300,,08,22,55.2,-52,07,26,5.85,+0.01
3301,Kap1Vol,08,19,49.0,-71,30,54,5.37,-0.06
3302,Kap2Vol,08,20,00.7,-71,30,19,5.65,-0.10
3303,,08,29,46.2,+67,17,51,5.88,+0.97
3304,22Phi1Cnc,08,26,27.7,+27,53,37,5.57,+1.40
3305,,08,25,35.5,+02,06,08,5.73,+1.53
3306,,08,25,54.8,+07,33,52,5.13,+0.94
3307,Eps Car,08,22,30.8,-59,30,35,1.86,+1.28
3308,,08,24,55.1,-23,09,13,5.68,+0.06
3314,,08,25,39.6,-03,54,23,3.90,-0.02
3315,,08,25,03.7,-24,02,46,5.28,+1.48
3318,Alp Cha,08,18,31.6,-76,55,11,4.07,+0.39
3319,27    Cnc,08,26,43.9,+12,39,16,5.50,+1.60
3320,,08,25,55.6,-14,55,47,5.98,+0.17
3321,2    Hya,08,26,27.2,-03,59,15,5.59,+0.22
3322,,08,24,57.2,-42,46,10,5.98,-0.17
3323,1Omi UMa,08,30,15.9,+60,43,05,3.36,+0.84
3324,,08,26,41.9,-12,32,04,5.54,+1.19
3326,,08,25,51.9,-42,09,12,5.47,-0.15
3330,,08,25,31.0,-51,43,41,5.17,-0.16
3333,29    Cnc,08,28,37.3,+14,12,39,5.95,+0.19
3334,Eta Vol,08,22,04.4,-73,24,00,5.29,+0.01
3340,The Cha,08,20,38.5,-77,29,04,4.35,+1.16
3343,,08,27,59.3,-35,06,50,5.75,-0.15
3346,,08,25,51.6,-64,36,03,5.97,+0.96
3347,Bet Vol,08,25,44.2,-66,08,13,3.77,+1.13
3350,,08,27,36.5,-53,05,19,5.09,+0.25
3354,2    UMa,08,34,36.2,+65,08,42,5.47,+0.18
3355,30Ups1Cnc,08,31,30.5,+24,04,52,5.75,+0.28
3356,,08,29,07.6,-44,09,38,5.79,-0.16
3357,31The Cnc,08,31,35.7,+18,05,40,5.35,+1.56
3358,,08,29,04.7,-47,55,45,5.33,-0.14
3359,,08,29,27.6,-44,43,30,4.99,-0.16
3360,,08,32,55.0,+38,00,59,5.90,+1.11
3362,,08,30,28.6,-32,09,34,5.65,+1.49
3363,,08,29,45.6,-46,19,55,5.99,-0.15
3366,33Eta Cnc,08,32,42.5,+20,26,28,5.33,+1.25
3367,,08,31,30.9,-19,34,39,5.42,-0.06
3370,,08,27,16.9,-70,05,36,5.53,-0.03
3377,33    Lyn,08,34,43.8,+36,25,10,5.78,+0.04
3378,,08,33,43.5,+04,45,24,5.87,+1.07
3383,,08,34,01.6,-02,09,06,5.81,0.00
3386,,08,32,04.8,-53,12,44,5.69,+0.58
3389,,08,33,38.3,-38,50,56,5.96,-0.14
3391,3Pi 1UMa,08,39,11.7,+65,01,15,5.64,+0.62
3393,,08,24,19.8,-80,54,51,5.69,+1.02
3395,,08,35,51.0,+06,37,12,5.99,+0.52
3398,3    Hya,08,35,28.2,-07,58,56,5.72,-0.03
3400,,08,38,22.2,+53,24,05,5.66,+0.96
3402,,08,35,28.8,-26,50,37,5.96,+0.37
3403,4Pi 2UMa,08,40,12.8,+64,19,40,4.60,+1.17
3406,36    Cnc,08,37,05.8,+09,39,20,5.88,+0.09
3407,,08,34,43.6,-49,56,39,5.01,+1.33
3408,,08,39,17.6,+52,42,42,5.91,+1.17
3409,,08,38,19.0,+32,48,07,5.94,+1.12
3410,4Del Hya,08,37,39.4,+05,42,13,4.16,0.00
3413,,08,35,52.1,-50,58,12,5.80,-0.13
3414,,08,35,19.6,-58,00,33,4.86,+1.00
3415,,08,35,15.4,-58,13,30,5.26,-0.14
3418,5Sig Hya,08,38,45.4,+03,20,29,4.44,+1.21
3420,Eta Pyx,08,37,52.2,-26,15,18,5.27,-0.04
3422,34    Lyn,08,41,01.1,+45,50,02,5.37,+0.99
3426,,08,37,38.7,-42,59,21,4.14,+0.11
3430,,08,39,08.0,-22,39,43,5.05,+0.73
3431,6    Hya,08,40,01.5,-12,28,31,4.98,+1.42
3432,,08,37,18.8,-62,51,13,5.47,+1.02
3433,Zet Pyx,08,39,42.5,-29,33,40,4.89,+0.90
3438,Bet Pyx,08,40,06.2,-35,18,30,3.97,+0.94
3439,,08,40,19.3,-40,15,51,5.20,-0.01
3440,,08,39,23.8,-53,26,23,5.48,-0.16
3441,9    Hya,08,41,43.3,-15,56,36,4.88,+1.06
3442,,08,39,57.6,-53,03,18,5.19,-0.14
3444,,08,40,35.3,-45,11,29,5.71,+1.65
3445,,08,40,37.6,-46,38,56,3.84,+0.71
3447,,08,40,17.6,-52,55,19,3.62,-0.18
3448,,08,40,17.4,-53,00,55,5.61,-0.14
3449,43Gam Cnc,08,43,17.1,+21,28,07,4.66,+0.02
3450,45    Cnc,08,43,12.3,+12,40,51,5.64,+0.39
3452,,08,41,13.1,-47,19,01,4.77,+0.12
3453,,08,41,05.3,-48,55,21,5.90,-0.21
3454,7Eta Hya,08,43,13.5,+03,23,55,4.30,-0.20
3456,,08,41,56.9,-45,24,39,5.23,+0.21
3457,,08,40,37.0,-59,45,40,4.33,-0.11
3459,,08,43,40.4,-07,14,01,4.62,+0.84
3460,The Vol,08,39,05.2,-70,23,13,5.20,+0.01
3461,47Del Cnc,08,44,41.1,+18,09,15,3.94,+1.08
3462,,08,42,16.0,-48,05,57,5.51,-0.18
3465,49    Cnc,08,44,45.0,+10,04,54,5.66,-0.11
3466,,08,42,18.9,-53,06,00,5.52,-0.15
3467,,08,42,25.5,-53,06,50,4.86,-0.17
3468,Alp Pyx,08,43,35.5,-33,11,11,3.68,-0.18
3475,48Iot Cnc,08,46,41.8,+28,45,36,4.02,+1.01
3476,,08,43,40.3,-49,49,22,5.16,-0.20
3477,,08,44,24.0,-42,38,57,4.07,+0.87
3478,,08,46,02.5,-02,02,56,5.70,+1.10
3479,,08,44,51.9,-37,08,50,5.76,-0.15
3481,50    Cnc,08,46,56.0,+12,06,36,5.87,+0.11
3482,11Eps Hya,08,46,46.6,+06,25,08,3.38,+0.68
3484,12    Hya,08,46,22.5,-13,32,52,4.32,+0.90
3485,Del Vel,08,44,42.2,-54,42,30,1.96,+0.04
3486,,08,47,15.0,-01,53,50,5.29,+0.04
3487,,08,46,01.7,-46,02,30,3.91,0.00
3492,13Rho Hya,08,48,26.0,+05,50,16,4.36,-0.04
3494,,08,46,30.6,-45,54,46,5.46,+0.27
3496,,08,47,18.9,-46,09,20,5.75,+0.56
3498,,08,46,42.5,-56,46,11,4.49,-0.17
3500,14    Hya,08,49,21.7,-03,26,35,5.31,-0.09
3502,Eta Cha,08,41,19.5,-78,57,48,5.47,-0.10
3505,5    UMa,08,53,22.6,+61,57,44,5.73,+0.28
3508,35    Lyn,08,51,56.8,+43,43,36,5.15,+0.98
3509,,08,52,11.6,+45,18,45,5.99,+1.26
3511,,08,52,10.0,+42,00,09,5.99,+1.25
3512,,08,49,51.5,-32,46,50,5.21,+0.87
3513,,08,50,02.2,-29,27,47,5.87,+0.95
3514,,08,49,39.2,-40,19,14,5.48,+0.06
3518,Gam Pyx,08,50,31.9,-27,42,36,4.01,+1.27
3519,51Sig1Cnc,08,52,34.6,+32,28,27,5.66,+0.22
3520,,08,49,47.7,-45,18,29,4.93,+0.05
3522,55Rho1Cnc,08,52,35.8,+28,19,51,5.95,+0.87
3523,15    Hya,08,51,34.5,-07,10,38,5.54,+0.15
3527,,08,50,33.5,-46,31,45,5.10,-0.21
3531,6    UMa,08,56,37.5,+64,36,14,5.58,+0.86
3532,57    Cnc,08,54,14.7,+30,34,46,5.39,+1.05
3535,,08,52,48.0,-38,43,27,5.82,+1.50
3536,,08,51,36.6,-57,38,01,5.59,-0.11
3537,,08,50,34.8,-66,47,35,5.35,+0.42
3539,,08,52,38.6,-48,21,33,5.91,-0.15
3540,58Rho2Cnc,08,55,39.7,+27,55,39,5.22,+1.00
3543,,08,45,55.2,-79,30,16,5.79,+1.60
3545,,08,56,50.0,+45,37,55,5.74,+1.09
3546,,08,56,30.5,+40,12,06,5.89,+0.35
3547,16Zet Hya,08,55,23.6,+05,56,44,3.11,+1.00
3550,60    Cnc,08,55,55.6,+11,37,34,5.41,+1.46
3551,,08,53,50.7,-47,31,15,5.33,+0.26
3554,,08,55,12.4,-18,14,29,5.75,+1.32
3555,59Sig2Cnc,08,56,56.6,+32,54,37,5.45,+0.12
3556,Del Pyx,08,55,31.5,-27,40,55,4.89,+0.11
3560,,08,53,48.7,-60,21,15,5.78,-0.08
3561,62Omi1Cnc,08,57,14.9,+15,19,22,5.20,+0.15
3564,,08,56,34.1,-16,42,34,5.96,+1.54
3565,63Omi2Cnc,08,57,35.2,+15,34,53,5.67,+0.20
3569,9Iot UMa,08,59,12.4,+48,02,30,3.14,+0.19
3570,,08,55,11.9,-54,57,56,5.71,+0.48
3571,,08,55,02.8,-60,38,41,3.84,-0.10
3572,65Alp Cnc,08,58,29.2,+11,51,28,4.25,+0.14
3574,,08,56,19.4,-52,43,25,4.69,-0.12
3575,64Sig3Cnc,08,59,32.6,+32,25,07,5.20,+0.93
3576,8Rho UMa,09,02,32.7,+67,37,47,4.76,+1.53
3578,,08,58,43.9,-16,07,58,5.86,+0.53
3579,,09,00,38.4,+41,46,58,3.97,+0.44
3582,,08,56,58.4,-59,13,46,4.92,-0.19
3583,,08,57,55.8,-48,34,24,5.87,+1.07
3587,66    Cnc,09,01,24.1,+32,15,09,5.82,0.00
3588,,08,58,52.3,-47,14,05,5.18,+0.25
3591,,09,00,05.4,-41,15,14,4.45,+0.65
3592,,09,04,00.4,+54,17,02,5.75,+0.02
3594,12Kap UMa,09,03,37.5,+47,09,24,3.60,0.00
3595,69Nu  Cnc,09,02,44.3,+24,27,10,5.45,-0.04
3596,,09,01,58.0,-00,28,58,5.67,+1.15
3598,,08,59,24.1,-59,05,01,5.16,+0.42
3599,,09,02,44.8,+07,17,53,5.85,+1.11
3600,,09,01,20.8,-41,51,52,5.55,-0.14
3603,,09,05,24.1,+48,31,49,5.95,+0.45
3604,,09,00,45.7,-60,57,50,5.79,+1.21
3605,,09,01,44.6,-52,11,18,5.23,-0.12
3609,11Sig1UMa,09,08,23.6,+66,52,24,5.14,+1.51
3610,,09,01,08.5,-68,41,02,5.88,+1.63
3612,,09,06,31.8,+38,27,08,4.56,+1.04
3613,18Ome Hya,09,05,58.4,+05,05,32,4.97,+1.22
3614,,09,04,09.3,-47,05,52,3.75,+1.20
3615,Alp Vol,09,02,26.8,-66,23,46,4.00,+0.14
3616,13Sig2UMa,09,10,23.2,+67,08,05,4.80,+0.49
3619,15    UMa,09,08,52.3,+51,36,17,4.48,+0.27
3621,72Tau Cnc,09,08,00.1,+29,39,15,5.43,+0.89
